<sentence_id=sept-7-2022ICF-HD_source_hin_041>
1	nijawA	निजता	NN	11	r6	20	op1
5	vellora	वेल्लोर	NNP	15	k7p	19	begin
6	meM	में	PSP	5	lwg__psp	-	-
7	anusaMXAna	अनुसंधान	NN	12	r6	22	op1
8	Ora	और	CC	12	r6	-	-
9	xeKaBAla	देखभाल	NNC	10	pof__cn	20	mod
10	gawiviXiyoM	गतिविधियों	NN	12	r6	20	head
11	kI	की	PSP	10	lwg__psp	-	-
12	xeKareKa	देखरेख	NN	13	ccof	-	-
13	yA	या	CC	15	pof	21	kriyAmUla
14	mUlyAMkana	मूल्यांकन	NN	13	ccof	-	-
15	karawe	करते	VM	0	main	21	verbalizer
16	hEM	हैं	VAUX	15	lwg__vaux	21	verbalizer
17	.	।	SYM	15	rsym	-	-
18	[ne_1]	org_1	-	15	k1	-	-
19	[ne_2]	loc_1	-	15	k7p	-	-
20	[nc_1]	[nc_1]	-	12	r6	22	op2
21	[cp_1]	[cp_1]	-	0	main	-	-
22	[conj_1]	[conj_1]	-	12	r6	-	-
</sentence_id>


<sentence_id=sept-7-2022ICF-HD_source_hin_050F>
1	svawaMwra	स्वतंत्र	JJ	2	mod	-	-
2	mAnyawA	मान्यता	NN	6	ccof	19	op1
3	prApwa	प्राप्त	JJ	6	ccof	19	op2
4	Ora	और	CC	6	ccof	-	-
5	/	/	SYM	4	rsym	-	-
6	yA	या	CC	0	main	-	-
7	anusaMXAna	अनुसंधान	NN	9	k2	-	-
8	kI	की	PSP	7	lwg__psp	-	-
9	nigarAnI	निगरानी	NN	10	pof	18	kriyAmUla
10	karane	करने	VM	12	mod	18	verbalizer
11	vAlI	वाली	PSP	10	lwg__psp	-	-
12	ejeMsiyoM	एजेंसियों	NN	13	ccof	-	-
13	Ora	और	CC	16	r6	-	-
14	saMgaTanoM	संगठनों	NN	13	ccof	-	-
15	ke	के	PSP	14	lwg__psp	-	-
16	loga	लोग	NN	6	ccof	19	op3
17	.	।	SYM	6	rsym	-	-
18	[cp_1]	[cp_1]	-	12	mod	-	-
19	[conj_1]	[conj_1]	-	6	ccof	-	-
</sentence_id>


<sentence_id=sept-7-2022ICF-HD_source_hin_051>
1	kAnUnana	कानूनन	NN	15	k1	-	-
2	,	,	SYM	1	rsym	-	-
3	sIemasI	सीएमसी	NNP	13	k1	17	begin
4	,	,	SYM	3	rsym	-	-
5	vellora	वेल्लोर	NNP	13	rt	18	begin
6	ke	के	PSP	5	lwg__psp	-	-
7	liye	लिये	PSP	5	lwg__psp	-	-
8	ApakI	आपकी	PRP	10	r6	-	-
9	svAsWya	स्वास्थ्य	NNC	10	pof__cn	19	mod
10	jAnakArI	जानकारी	NN	13	k2	19	head
11	ko	को	PSP	10	lwg__psp	-	-
12	surakRiwa	सुरक्षित	JJ	13	pof	20	kriyAmUla
13	raKanA	रखना	VM	15	k1	20	verbalizer
14	AvaSyaka	आवश्यक	JJ	15	k1s	-	-
15	hE	है	VM	0	main	-	-
16	.	।	SYM	15	rsym	-	-
17	[ne_1]	org_1	-	13	k1	-	-
18	[ne_2]	loc_1	-	13	rt	-	-
19	[nc_1]	[nc_1]	-	13	k2	-	-
20	[cp_1]	[cp_1]	-	15	k1	-	-
</sentence_id>


<sentence_id=sept-7-2022ICF-HD_source_hin_052>
1	anusaMXAna	अनुसंधान	NNC	2	pof__cn	19	mod
2	karmacArI	कर्मचारी	NN	17	k1	19	head
3	,	,	SYM	2	rsym	-	-
4	kevala	केवल	RP	5	lwg__rp	-	-
5	Upara	ऊपर	NST	6	intf	-	-
6	sUcIbaxXa	सूचीबद्ध	JJ	7	mod	-	-
7	samUhoM	समूहों	NN	14	k4	-	-
8	ko	को	PSP	7	lwg__psp	-	-
9	hI	ही	RP	7	lwg__rp	-	-
10	ApakI	आपकी	PRP	12	r6	-	-
11	svAsWya	स्वास्थ्य	NNC	12	pof__cn	20	mod
12	jAnakArI	जानकारी	NN	14	k7	20	head
13	waka	तक	PSP	12	lwg__psp	-	-
14	pahuMcane	पहुंचने	VM	16	k2	-	-
15	kI	की	PSP	14	lwg__psp	-	-
16	anumawi	अनुमति	NN	17	pof	21	kriyAmUla
17	xegA	देगा	VM	0	main	21	verbalizer
18	.	।	SYM	17	rsym	-	-
19	[nc_1]	[nc_1]	-	17	k1	-	-
20	[nc_2]	[nc_2]	-	14	k7	-	-
21	[cp_1]	[cp_1]	-	0	main	-	-
</sentence_id>


<sentence_id=sept-7-2022ICF-HD_source_hin_053>
1	isa	इस	DEM	2	dem	-	-
2	xaswAveja	दस्तावेज	NN	5	k7	-	-
3	para	पर	PSP	2	lwg__psp	-	-
4	haswAkRara	हस्ताक्षर	NN	5	pof	34	kriyAmUla
5	karake	करके	VM	7	rc	34	verbalizer
6	,	,	SYM	5	rsym	-	-
7	Apa	आप	PRP	19	k1	-	-
8	viBAga	विभाग	NN	19	k2	32	begin
9	ko	को	PSP	8	lwg__psp	-	-
10	isa	इस	DEM	11	dem	-	-
11	SoXa	शोध	NN	19	rt	-	-
12	ke	के	PSP	11	lwg__psp	-	-
13	lie	लिए	PSP	11	lwg__psp	-	-
14	apanI	अपनी	PRP	16	r6	-	-
15	svAsWya	स्वास्थ्य	NNC	16	pof__cn	33	mod
16	jAnakArI	जानकारी	NN	18	k2	33	head
17	kA	का	PSP	16	lwg__psp	-	-
18	upayoga	उपयोग	NN	19	pof	35	kriyAmUla
19	karane	करने	VM	20	ccof	35	verbalizer
20	Ora	और	CC	28	rt	-	-
21	/	/	SYM	20	rsym	-	-
22	yA	या	CC	28	rt	-	-
23	jArI	जारी	JJ	24	pof	36	kriyAmUla
24	karane	करने	VM	28	rt	36	verbalizer
25	ke	के	PSP	24	lwg__psp	-	-
26	lie	लिए	PSP	24	lwg__psp	-	-
27	aXikqwa	अधिकृत	JJ	28	pof	37	kriyAmUla
28	kara	कर	VM	0	main	37	verbalizer
29	rahe	रहे	VAUX	28	lwg__vaux	37	verbalizer
30	hEM	हैं	VAUX	29	lwg__vaux_cont	37	verbalizer
31	.	।	SYM	28	rsym	-	-
32	[ne_1]	org_1	-	19	k2	-	-
33	[nc_1]	[nc_1]	-	18	k2	-	-
34	[cp_1]	[cp_1]	-	7	rc	-	-
35	[cp_2]	[cp_2]	-	20	ccof	-	-
36	[cp_3]	[cp_3]	-	28	rt	38	op1
37	[cp_4]	[cp_4]	-	0	main	-	-
38	[conj_1]	[conj_1]	-	28	rt	-	-
39	[disjunct_1]	[disjunct_1]	-	28	rt	-	-
</sentence_id>


<sentence_id=sept-7-2022ICF-HD_source_hin_054>
1	ekawra	एकत्र	JJ	2	pof	16	kriyAmUla
2	kI	की	VM	4	rbks	16	verbalizer
3	gaI	गई	VAUX	2	lwg__vaux	16	verbalizer
4	jAnakArI	जानकारी	NN	7	k2	-	-
5	ko	को	PSP	4	lwg__psp	-	-
6	naRta	नष्ट	JJ	7	pof	17	kriyAmUla
7	karane	करने	VM	14	rt	17	verbalizer
8	ke	के	PSP	7	lwg__psp	-	-
9	lie	लिए	PSP	7	lwg__psp	-	-
10	koI	कोई	PRP	12	mod	-	-
11	nirXAriwa	निर्धारित	JJ	12	mod	-	-
12	samaya	समय	NN	14	k1	-	-
13	nahIM	नहीं	NEG	14	neg	-	-
14	hE	है	VM	0	main	-	-
15	.	।	SYM	14	rsym	-	-
16	[cp_1]	[cp_1]	-	4	rbks	-	-
17	[cp_2]	[cp_2]	-	14	rt	-	-
</sentence_id>


<sentence_id=sept-7-2022ICF-HD_source_hin_055a>
1	jAnakArI	जानकारी	NN	2	ccof	-	-
2	Ora	और	CC	5	r6	-	-
3	detA	डेटा	NN	2	ccof	-	-
4	kA	का	PSP	3	lwg__psp	-	-
5	upayoga	उपयोग	NN	8	pof	20	kriyAmUla
6	Ora	और	CC	8	pof	21	kriyAmUla
7	sAJA	साझा	NN	8	pof	22	kriyAmUla
8	karane	करने	VM	12	r6	22	verbalizer
9	kI	की	PSP	8	lwg__psp	-	-
10	ApakI	आपकी	PRP	12	r6	-	-
11	anumawi	अनुमति	NNC	12	pof__cn	19	mod
12	anusaMXAna	अनुसंधान	NN	14	k1	19	head
13	samApwa	समाप्त	JJ	14	pof	23	kriyAmUla
14	hone	होने	VM	17	k7	23	verbalizer
15	waka	तक	PSP	14	lwg__psp	-	-
16	jArI	जारी	JJ	17	pof	24	kriyAmUla
17	rahegI	रहेगी	VM	0	main	24	verbalizer
18	.	।	SYM	17	rsym	-	-
19	[nc_1]	[nc_1]	-	14	k1	-	-
20	[cp_1]	[cp_1]	-	12	r6	25	op1
21	[cp_2]	[cp_2]	-	12	r6	-	-
22	[cp_3]	[cp_3]	-	12	r6	25	op2
23	[cp_4]	[cp_4]	-	17	k7	-	-
24	[cp_5]	[cp_5]	-	0	main	-	-
25	[conj_1]	[conj_1]	-	8	pof	-	-
</sentence_id>


<sentence_id=sept-7-2022ICF-HD_source_hin_055b>
1	yaha	यह	PRP	4	k1	-	-
2	samApwa	समाप्त	JJ	4	pof	6	kriyAmUla
3	nahIM	नहीं	NEG	4	neg	-	-
4	hogI	होगी	VM	0	main	6	verbalizer
5	.	।	SYM	4	rsym	-	-
6	[cp_1]	[cp_1]	-	0	main	-	-
</sentence_id>


<sentence_id=sept-7-2022ICF-HD_source_hin_056a>
1	SoXakarwA	शोधकर्ता	NN	10	k1	-	-
2	kaI	कई	QF	3	quant	-	-
3	varRoM	वर्षों	NN	8	k7t	-	-
4	waka	तक	PSP	3	lwg__psp	-	-
5	detA	डेटा	NN	7	k2	-	-
6	kA	का	PSP	5	lwg__psp	-	-
7	viSleRaNa	विश्लेषण	NN	8	pof	13	kriyAmUla
8	karanA	करना	VM	10	k2	13	verbalizer
9	jArI	जारी	JJ	10	pof	14	kriyAmUla
10	raKawe	रखते	VM	0	main	14	verbalizer
11	hEM	हैं	VAUX	10	lwg__vaux	14	verbalizer
12	.	।	SYM	10	rsym	-	-
13	[cp_1]	[cp_1]	-	10	k2	-	-
14	[cp_2]	[cp_2]	-	0	main	-	-
</sentence_id>


<sentence_id=sept-7-2022ICF-HD_source_hin_056b>
1	yaha	यह	PRP	2	k2	-	-
2	jAnanA	जानना	VM	5	k1	-	-
3	saMBava	संभव	JJ	5	k1s	-	-
4	nahIM	नहीं	NEG	5	neg	-	-
5	hE	है	VM	0	main	-	-
6	.	।	SYM	5	rsym	-	-
</sentence_id>


<sentence_id=sept-7-2022ICF-HD_source_hin_056c>
1	vaha	वह	PRP	5	k1	-	-
2	kaba	कब	WQ	5	k7t	-	-
3	waka	तक	PSP	2	lwg__psp	-	-
4	pUrA	पूरा	JJ	5	pof	9	kriyAmUla
5	kara	कर	VM	0	main	9	verbalizer
6	liyA	लिया	VAUX	5	lwg__vaux	9	verbalizer
7	jAegA	जाएगा	VAUX	6	lwg__vaux_cont	9	verbalizer
8	.	।	SYM	5	rsym	-	-
9	[cp_1]	[cp_1]	-	0	main	-	-
</sentence_id>


<sentence_id=sept-7-2022ICF-HD_source_hin_057>
1	xAwA	दाता	NN	10	k7	-	-
2	ke	के	PSP	1	lwg__psp	-	-
3	rUpa	रूप	PSP	1	lwg__psp	-	-
4	meM	में	PSP	1	lwg__psp	-	-
5	mere	मेरे	PRP	6	r6	-	-
6	aXikAra	अधिकार	NN	10	k1	12	op1
7	Ora	और	CC	10	k1	-	-
8	xAyiwva	दायित्व	NN	10	k1	12	op2
9	kyA	क्या	WQ	10	k1s	-	-
10	hEM	हैं	VM	0	main	-	-
11	?	?	SYM	10	rsym	-	-
12	[conj_1]	[conj_1]	-	10	k1	-	-
</sentence_id>


<sentence_id=sept-7-2022ICF-HD_source_hin_058a>
1	Apa	आप	PRP	11	k1	-	-
2	eka	एक	QC	3	card	-	-
3	xAwA	दाता	NN	8	k7	-	-
4	ke	के	PSP	3	lwg__psp	-	-
5	rUpa	रूप	PSP	3	lwg__psp	-	-
6	meM	में	PSP	3	lwg__psp	-	-
7	BAga	भाग	NN	8	pof	14	kriyAmUla
8	lene	लेने	VM	10	k2	14	verbalizer
9	kA	का	PSP	8	lwg__psp	-	-
10	nirNaya	निर्णय	NN	11	pof	15	kriyAmUla
11	lewe	लेते	VM	0	main	15	verbalizer
12	hEM	हैं	VAUX	11	lwg__vaux	15	verbalizer
13	.	।	SYM	11	rsym	-	-
14	[cp_1]	[cp_1]	-	10	k2	-	-
15	[cp_2]	[cp_2]	-	0	main	-	-
</sentence_id>


<sentence_id=sept-7-2022ICF-HD_source_hin_058b>
1	Apa	आप	PRP	10	k1	-	-
2	svayaM	स्वयं	PRP	4	r6	-	-
3	ke	के	PSP	2	lwg__psp	-	-
4	yA	या	CC	10	k2	-	-
5	ApakI	आपकी	PRP	7	r6	-	-
6	cikiwsIya	चिकित्सीय	JJ	7	mod	-	-
7	xeKaBAla	देखभाल	NN	10	k2	25	op1
8	ke	के	PSP	7	lwg__psp	-	-
9	praBAviwa	प्रभावित	JJ	10	pof	23	kriyAmUla
10	hue	हुए	VM	21	k1	23	verbalizer
11	binA	बिना	RP	21	k1	-	-
12	,	,	SYM	11	rsym	-	-
13	apanI	अपनी	PRP	14	r6	-	-
14	sahamawi	सहमति	NN	17	k2	-	-
15	ko	को	PSP	14	lwg__psp	-	-
16	vApasa	वापस	JJ	17	pof	24	kriyAmUla
17	lene	लेने	VM	21	rt	24	verbalizer
18	ke	के	PSP	17	lwg__psp	-	-
19	lie	लिए	PSP	17	lwg__psp	-	-
20	svawaMwra	स्वतंत्र	JJ	21	k1s	-	-
21	hEM	हैं	VM	0	main	-	-
22	.	।	SYM	21	rsym	-	-
23	[cp_1]	[cp_1]	-	21	k1	-	-
24	[cp_2]	[cp_2]	-	21	rt	-	-
25	[disjunct_1]	[disjunct_1]	-	10	k2	-	-
</sentence_id>


<sentence_id=sept-7-2022ICF-HD_source_hin_059a>
1	Apa	आप	PRP	4	k1	-	-
2	apanA	अपना	PRP	3	r6	-	-
3	mana	मन	NN	4	k2	-	-
4	baxala	बदल	VM	0	main	-	-
5	sakawe	सकते	VAUX	4	lwg__vaux	-	-
6	hEM	हैं	VAUX	5	lwg__vaux_cont	-	-
7	.	।	SYM	4	rsym	-	-
</sentence_id>


<sentence_id=sept-7-2022ICF-HD_source_hin_059b>
1	kisI	किसी	PRP	3	mod	-	-
2	BI	भी	RP	1	lwg__rp	-	-
3	samaya	समय	NN	15	k7t	-	-
4	apanI	अपनी	PRP	6	r6	-	-
5	svAsWya	स्वास्थ्य	NNC	6	pof__cn	20	mod
6	jAnakArI	जानकारी	NN	8	r6	20	head
7	ke	के	PSP	6	lwg__psp	-	-
8	upayoga	उपयोग	NN	13	r6	22	op1
9	Ora	और	CC	13	r6	-	-
10	prakatIkaraNa	प्रकटीकरण	NN	13	r6	22	op2
11	kA	का	PSP	10	lwg__psp	-	-
12	apanA	अपना	PRP	13	r6	22	op3
13	aXikaraNa	अधिकरण	NN	15	k2	19	begin
14	vApasa	वापस	JJ	15	pof	21	kriyAmUla
15	le	ले	VM	0	main	21	verbalizer
16	sakawe	सकते	VAUX	15	lwg__vaux	21	verbalizer
17	hEM	हैं	VAUX	16	lwg__vaux_cont	21	verbalizer
18	.	।	SYM	15	rsym	-	-
19	[ne_1]	org_1	-	15	k2	-	-
20	[nc_1]	[nc_1]	-	8	r6	-	-
21	[cp_1]	[cp_1]	-	0	main	-	-
22	[conj_1]	[conj_1]	-	13	r6	-	-
</sentence_id>


<sentence_id=sept-7-2022ICF-HD_source_hin_060a>
1	Bale	भले	RB	7	krvn	-	-
2	hI	ही	RP	1	lwg__rp	-	-
3	Apa	आप	PRP	7	k1	-	-
4	apanA	अपना	PRP	5	r6	-	-
5	aXikaraNa	अधिकरण	NN	7	k2	-	-
6	vApasa	वापस	JJ	7	pof	10	kriyAmUla
7	le	ले	VM	0	main	10	verbalizer
8	leM	लें	VAUX	7	lwg__vaux	10	verbalizer
9	.	।	SYM	7	rsym	-	-
10	[cp_1]	[cp_1]	-	0	main	-	-
</sentence_id>


<sentence_id=sept-7-2022ICF-HD_source_hin_060b>
1	Pira	फिर	RB	22	krvn	-	-
2	BI	भी	RP	1	lwg__rp	-	-
3	hama	हम	PRP	22	k1	-	-
4	varwamAna	वर्तमान	JJ	5	mod	-	-
5	SoXa	शोध	NN	7	r6	-	-
6	kI	की	PSP	5	lwg__psp	-	-
7	aKaMdawA	अखंडता	NN	8	ccof	-	-
8	yA	या	CC	11	k2	-	-
9	viSvasanIyawA	विश्वसनीयता	NN	8	ccof	-	-
10	ko	को	PSP	9	lwg__psp	-	-
11	banAe	बनाए	VM	22	rt	-	-
12	raKane	रखने	VAUX	11	lwg__vaux	-	-
13	ke	के	PSP	11	lwg__psp	-	-
14	lie	लिए	PSP	11	lwg__psp	-	-
15	AvaSyaka	आवश्यक	JJ	17	mod	-	-
16	svAsWya	स्वास्थ्य	NNC	17	pof__cn	38	mod
